TIME,TIMECORR,CADENCENO,SAP_FLUX,SAP_FLUX_ERR,SAP_BKG,SAP_BKG_ERR,PDCSAP_FLUX,PDCSAP_FLUX_ERR,QUALITY,PSF_CENTR1,PSF_CENTR1_ERR,PSF_CENTR2,PSF_CENTR2_ERR,MOM_CENTR1,MOM_CENTR1_ERR,MOM_CENTR2,MOM_CENTR2_ERR,POS_CORR1,POS_CORR2
1326.065207,0.005600923,70995,7150.625977,11.37105942,2194.686523,4.210730553,8060.018066,13.46783447,0,NA,NA,NA,NA,1689.392443,0.001415701,1810.836455,0.001117404,-0.027005669,0.12798816
1326.066596,0.005600922,70996,7148.60791,11.36362362,2190.835205,4.206454277,8062.128906,13.4590292,0,NA,NA,NA,NA,1689.386853,0.001414981,1810.837907,0.001117268,-0.037669625,0.120295845
1326.067985,0.005600921,70997,7141.887695,11.36227894,2194.841309,4.207725048,8049.598633,13.45743656,0,NA,NA,NA,NA,1689.394502,0.00141915,1810.839596,0.001116218,-0.021649301,0.129440188
1326.069374,0.00560092,70998,7142.240234,11.37260246,2203.442383,4.213677406,8052.908203,13.46966362,0,NA,NA,NA,NA,1689.391348,0.001417471,1810.83418,0.001118412,-0.029046604,0.118205376
1326.070762,0.005600919,70999,7154.058105,11.37096024,2197.150391,4.209023952,8063.816406,13.46771812,0,NA,NA,NA,NA,1689.389183,0.001416798,1810.838412,0.001115831,-0.027609454,0.126881629
1326.072151,0.005600918,71000,7147.064941,11.36968231,2195.077393,4.211620808,8057.006348,13.46620369,0,NA,NA,NA,NA,1689.39038,0.001417229,1810.837972,0.001117383,-0.029489154,0.121798977
1326.07354,0.005600917,71001,7155.75293,11.36879158,2191.862061,4.206727505,8067.816406,13.46515083,0,NA,NA,NA,NA,1689.389009,0.001415055,1810.837005,0.001116245,-0.027712354,0.12296956
1326.074929,0.005600916,71002,7147.074707,11.36820793,2193.726807,4.215052128,8056.831543,13.46445847,0,NA,NA,NA,NA,1689.395563,0.001416127,1810.835319,0.001116388,-0.021448582,0.125362858
1326.076318,0.005600915,71003,7153.387207,11.36758423,2192.036621,4.212279797,8064.349121,13.46371937,0,NA,NA,NA,NA,1689.383943,0.001415002,1810.832953,0.001116189,-0.032976452,0.110998787
1326.077707,0.005600914,71004,7169.166504,11.38334179,2195.73999,4.216655731,8079.677734,13.48238373,0,NA,NA,NA,NA,1689.391617,0.001415228,1810.840807,0.001115504,-0.023563307,0.128426328
